"CAPITULO","GRUPO","CATEGORIA","DESCRIP"
"04",E70-E90,E90,Trastornos nutricionales y metabólicos en enfermedades clasificadas en otra parte+B47 (E90)
"05",F00-F09,F00,Demencia en la enfermedad de Alzheimer (F00)
"05",F00-F09,F01,Demencia vascular (F01)
"05",F00-F09,F02,Demencia en otras enfermedades clasificadas en otra parte (F02)
"05",F00-F09,F03,"Demencia, no especificada (F03)"
"05",F00-F09,F04,"Síndrome amnésico orgánico, no inducido por alcohol o por otras sustancias psicoactivas (F04)"
"05",F00-F09,F05,"Delirio, no inducido por alcohol o por otras sustancias psicoactivas (F05)"
"05",F00-F09,F06,"Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física (F06)"
"05",F00-F09,F07,"Trastornos de la personalidad y del comportamiento debidos a enfermedad, lesión o disfunción cerebral (F07)"
"05",F00-F09,F09,"Trastorno mental orgánico o sintomático, no especificado (F09)"
"05",F10-F19,F10,Trastornos mentales y del comportamiento debidos al uso de alcohol (F10)
"05",F10-F19,F11,Trastornos mentales y del comportamiento debidos al uso de opiáceos (F11)
"05",F10-F19,F12,Trastornos mentales y del comportamiento debidos al uso de cannabinoides (F12)
"05",F10-F19,F13,Trastornos mentales y del comportamiento debidos al uso de sedantes o hipnóticos (F13)
"05",F10-F19,F14,Trastornos mentales y del comportamiento debidos al uso de cocaína (F14)
"05",F10-F19,F15,"Trastornos mentales y del comportamiento debidos al uso de otros estimulantes, incluida la cafeína (F15)"
"05",F10-F19,F16,Trastornos mentales y del comportamiento debidos al uso de alucinógenos (F16)
"05",F10-F19,F17,Trastornos mentales y del comportamiento debidos al uso de tabaco (F17)
"05",F10-F19,F18,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles (F18)
"05",F10-F19,F19,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas (F19)
"05",F20-F29,F20,Esquizofrenia (F20)
"05",F20-F29,F21,Trastorno esquizotípico (F21)
"05",F20-F29,F22,Trastornos delirantes persistentes (F22)
"05",F20-F29,F23,Trastornos psicóticos agudos y transitorios (F23)
"05",F20-F29,F24,Trastorno delirante inducido (F24)
"05",F20-F29,F25,Trastornos esquizoafectivos (F25)
"05",F20-F29,F28,Otros trastornos psicóticos de origen no orgánico (F28)
"05",F20-F29,F29,"Psicosis de origen no orgánico, no especificada (F29)"
"05",F30-F39,F30,Episodio maníaco (F30)
"05",F30-F39,F31,Trastorno afectivo bipolar (F31)
"05",F30-F39,F32,Episodio depresivo (F32)
"05",F30-F39,F33,Trastorno depresivo recurrente (F33)
"05",F30-F39,F34,Trastornos del humor [afectivos] persistentes (F34)
"05",F30-F39,F38,Otros trastornos del humor [afectivos] (F38)
"05",F30-F39,F39,"Trastorno del humor [afectivo], no especificado (F39)"
"05",F40-F48,F40,Trastornos fóbicos de ansiedad (F40)
"05",F40-F48,F41,Otros trastornos de ansiedad (F41)
"05",F40-F48,F42,Trastorno obsesivo-compulsivo (F42)
"05",F40-F48,F43,Reacción al estrés grave y trastornos de adaptación (F43)
"05",F40-F48,F44,Trastornos disociativos [de conversión] (F44)
"05",F40-F48,F45,Trastornos somatomorfos (F45)
"05",F40-F48,F48,Otros trastornos neuróticos (F48)
"05",F50-F59,F50,Trastornos de la ingestión de alimentos (F50)
"05",F50-F59,F51,Trastornos no orgánicos del sueño (F51)
"05",F50-F59,F52,Disfunción sexual no ocasionada por trastorno ni enfermedad orgánicos (F52)
"05",F50-F59,F53,"Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte (F53)"
"05",F50-F59,F54,Factores psicológicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte (F54)
"05",F50-F59,F55,Abuso de sustancias que no producen dependencia (F55)
"05",F50-F59,F59,Síndromes del comportamiento asociados con alteraciones (F59)
"05",F60-F69,F60,Trastornos específicos de la personalidad (F60)
"05",F60-F69,F61,Trastornos mixtos y otros trastornos de la personalidad (F61)
"05",F60-F69,F62,"Cambios perdurables de la personalidad, no atribuibles a lesión o a enfermedad cerebral (F62)"
"05",F60-F69,F63,Trastornos de los hábitos y de los impulsos (F63)
"05",F60-F69,F64,Trastornos de la identidad de género (F64)
"05",F60-F69,F65,Trastornos de la preferencia sexual (F65)
"05",F60-F69,F66,Trastornos psicológicos y del comportamiento asociados con el desarrollo y con la orientación sexuales (F66)
"05",F60-F69,F68,Otros trastornos de la personalidad y del comportamiento en adultos (F68)
"05",F60-F69,F69,"Trastorno de la personalidad y del comportamiento en adultos, no especificado (F69)"
"05",F70-F79,F70,Retraso mental leve (F70)
"05",F70-F79,F71,Retraso mental moderado (F71)
"05",F70-F79,F72,Retraso mental grave (F72)
"05",F70-F79,F73,Retraso mental profundo (F73)
"05",F70-F79,F78,Otros tipos de retraso mental (F78)
"05",F70-F79,F79,"Retraso mental, no especificado (F79)"
"05",F80-F89,F80,Trastornos específicos del desarrollo del habla y del lenguaje (F80)
"05",F80-F89,F81,Trastornos específicos del desarrollo de las habilidades escolares (F81)
"05",F80-F89,F82,Trastorno específico del desarrollo de la función motriz (F82)
"05",F80-F89,F83,Trastornos específicos mixtos del desarrollo (F83)
"05",F80-F89,F84,Trastornos generalizados del desarrollo (F84)
"05",F80-F89,F88,Otros trastornos del desarrollo psicológico (F88)
"05",F80-F89,F89,"Trastorno del desarrollo psicológico, no especificado (F89)"
"05",F90-F98,F90,Trastornos hipercinéticos (F90)
"05",F90-F98,F91,Trastornos de la conducta (F91)
"05",F90-F98,F92,Trastornos mixtos de la conducta y de las emociones (F92)
"05",F90-F98,F93,Trastornos emocionales de comienzo específico en la niñez (F93)
"05",F90-F98,F94,Trastornos del comportamiento social de comienzo específico en la niñez y en la adolescencia (F94)
"05",F90-F98,F95,Trastornos por tics (F95)
"05",F90-F98,F98,Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia (F98)
"05",F99,F99,"Trastorno mental, no especificado (F99)"
"06",G00-G09,G00,"Meningitis bacteriana, no clasificada en otra parte (G00)"
"06",G00-G09,G01,Meningitis en enfermedades bacterianas clasificadas en otra parte  (G01)
"06",G00-G09,G02,Meningitis en otras enfermedades infecciosas y parasitarias clasificadas en otra parte  (G02)
"06",G00-G09,G03,Meningitis debida a otras causas y a las no especificadas  (G03)
"06",G00-G09,G04,"Encefalitis, mielitis y encefalomielitis  (G04)"
"06",G00-G09,G05,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra part+C8e  (G05)"
"06",G00-G09,G06,Absceso y granuloma intracraneal e intrarraquídeo  (G06)
"06",G00-G09,G07,Absceso y granuloma intracraneal e intrarraquídeo en enfermedades clasificadas en otra parte  (G07)
"06",G00-G09,G08,Flebitis y tromboflebitis intracraneal e intrarraquídea  (G08)
"06",G00-G09,G09,Secuelas de enfermedades inflamatorias del sistema nervioso central  (G09)
"06",G10-G13,G10,Enfermedad de Huntington  (G10)
"06",G10-G13,G11,Ataxia hereditaria  (G11)
"06",G10-G13,G12,Atrofia muscular espinal y síndromes afines  (G12)
"06",G10-G13,G13,Atrofias sistémicas que afectan primariamente el sistema nervioso central en enfermedades clasificadas en otra parte  (G13)
"06",G20-G26,G20,Enfermedad de Parkinson  (G20)
"06",G20-G26,G21,Parkinsonismo secundario  (G21)
"06",G20-G26,G22,Parkinsonismo en enfermedades clasificadas en otra parte  (G22)
"06",G20-G26,G23,Otras enfermedades degenerativas de los núcleos de la base  (G23)
"06",G20-G26,G24,Distonía  (G24)
"06",G20-G26,G25,Otros trastornos extrapiramidales y del movimiento  (G25)
"06",G20-G26,G26,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte  (G26)
"06",G30-G32,G30,Enfermedad de Alzheimer  (G30)
"06",G30-G32,G31,"Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte  (G31)"
"06",G30-G32,G32,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas en otra parte  (G32)
"06",G35-G37,G35,Esclerosis múltiple  (G35)
"06",G35-G37,G36,Otras desmielinizaciones diseminadas agudas  (G36)
"06",G35-G37,G37,Otras enfermedades desmielinizantes del sistema nervioso central  (G37)
"06",G40-G47,G40,Epilepsia  (G40)
"06",G40-G47,G41,Estado de mal epiléptico  (G41)
"06",G40-G47,G43,Migraña  (G43)
"06",G40-G47,G44,Otros síndromes de cefalea  (G44)
"06",G40-G47,G45,Ataques de isquemia cerebral transitoria y síndromes afines  (G45)
"06",G40-G47,G46,Síndromes vasculares encefálicos en enfermedades  (G46)
"06",G50-G59,G50,Trastornos del nervio trigémino  (G50)
"06",G50-G59,G51,Trastornos del nervio facial  (G51)
"06",G50-G59,G52,Trastornos de otros nervios craneales  (G52)
"06",G50-G59,G53,Trastornos de los nervios craneales en enfermedades clasificadas en otra parte  (G53)
"06",G50-G59,G54,Trastornos de las raíces y de los plexos nerviosos  (G54)
"06",G50-G59,G55,Compresiones de las raíces y de los plexos nerviosos en enfermedades clasificadas en otra parte  (G55)
"06",G50-G59,G56,Mononeuropatías del miembro superior  (G56)
"06",G50-G59,G57,Mononeuropatías del miembro inferior  (G57)
"06",G50-G59,G58,Otras mononeuropatías  (G58)
"06",G50-G59,G59,Mononeuropatía en enfermedades clasificadas en otra parte  (G59)
"06",G60-G64,G60,Neuropatía hereditaria e idiopática  (G60)
"06",G60-G64,G61,Polineuropatía inflamatoria  (G61)
"06",G60-G64,G62,Otras polineuropatías  (G62)
"06",G60-G64,G63,Polineuropatías en enfermedades clasificadas en otra parte  (G63)
"06",G60-G64,G64,Otros trastornos del sistema nervioso periférico  (G64)
"06",G70-G73,G70,Miastenia gravis y otros trastornos neuromusculares  (G70)
"06",G70-G73,G71,Trastornos musculares primarios  (G71)
"06",G70-G73,G72,Otras miopatías  (G72)
"06",G70-G73,G73,Trastornos del músculo y de la unión neuromuscular en enfermedades clasificadas en otra parte  (G73)
"06",G80-G83,G80,Parálisis cerebral  (G80)
"06",G80-G83,G81,Hemiplejía  (G81)
"06",G80-G83,G82,Paraplejía y cuadriplejía  (G82)
"06",G80-G83,G83,Otros síndromes paralíticos  (G83)
"06",G90-G99,G90,Trastornos del sistema nervioso autónomo  (G90)
"06",G90-G99,G91,Hidrocéfalo  (G91)
"06",G90-G99,G92,Encefalopatía tóxica  (G92)
"06",G90-G99,G93,Otros trastornos del encéfalo  (G93)
"06",G90-G99,G94,Otros trastornos del encéfalo en enfermedades clasificadas en otra parte  (G94)
"06",G90-G99,G95,Otras enfermedades de la médula espinal  (G95)
"06",G90-G99,G96,Otros trastornos del sistema nervioso central  (G96)
"06",G90-G99,G97,"Trastornos del sistema nervioso consecutivos a procedimientos, no clasificados en otra parte  (G97)"
"06",G90-G99,G98,"Otros trastornos del sistema nervioso, no clasificados en otra parte  (G98)"
"06",G90-G99,G99,Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte  (G99)
"09",I00-I02,I00,Fiebre reumática sin mención de complicación cardíaca (I00)
"09",I00-I02,I01,Fiebre reumática con complicación cardíaca (I01)
"09",I00-I02,I02,Corea reumática (I02)
"09",I05-I09,I05,Enfermedades reumáticas de la válvula mitral (I05)
"09",I05-I09,I06,Enfermedades reumáticas de la válvula aórtica (I06)
"09",I05-I09,I07,Enfermedades reumáticas de la válvula tricúspide (I07)
"09",I05-I09,I08,Enfermedades valvulares múltiples (I08)
"09",I05-I09,I09,Otras enfermedades reumáticas del corazón (I09)
"09",I10-I15,I10,Hipertensión esencial (primaria) (I10)
"09",I10-I15,I11,Enfermedad cardíaca hipertensiva (I11)
"09",I10-I15,I12,Enfermedad renal hipertensiva (I12)
"09",I10-I15,I13,Enfermedad cardiorrenal hipertensiva (I13)
"09",I10-I15,I15,Hipertensión secundaria (I15)
"09",I20-I25,I20,Angina de pecho (I20)
"09",I20-I25,I21,Infarto agudo del miocardio (I21)
"09",I20-I25,I22,Infarto subsecuente del miocardio (I22)
"09",I20-I25,I23,Ciertas complicaciones presentes posteriores al infarto agudo del miocardio (I23)
"09",I20-I25,I24,Otras enfermedades isquémicas agudas del corazón (I24)
"09",I20-I25,I25,Enfermedad isquémica crónica del corazón (I25)
"09",I26-I28,I26,Embolia pulmonar (I26)
"09",I26-I28,I27,Otras enfermedades cardiopulmonares (I27)
"09",I26-I28,I28,Otras enfermedades de los vasos pulmonares (I28)
"09",I30-I52,I30,Pericarditis aguda (I30)
"09",I30-I52,I31,Otras enfermedades del pericardio (I31)
"09",I30-I52,I32,Pericarditis en enfermedades clasificadas en otra parte (I32)
"09",I30-I52,I33,Endocarditis aguda y subaguda (I33)
"09",I30-I52,I34,Trastornos no reumáticos de la válvula mitral (I34)
"09",I30-I52,I35,Trastornos no reumáticos de la válvula aórtica (I35)
"09",I30-I52,I36,Trastornos no reumáticos de la válvula tricúspide (I36)
"09",I30-I52,I37,Trastornos de la válvula pulmonar (I37)
"09",I30-I52,I38,"Endocarditis, válvula no especificada (I38)"
"09",I30-I52,I39,Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte (I39)
"09",I30-I52,I40,Miocarditis aguda (I40)
"09",I30-I52,I41,Miocarditis en enfermedades clasificadas en otra parte (I41)
"09",I30-I52,I42,Cardiomiopatía (I42)
"09",I30-I52,I43,Cardiomiopatía en enfermedades clasificadas en otra parte (I43)
"09",I30-I52,I44,Bloqueo auriculoventricular y de rama izquierda del haz (I44)
"09",I30-I52,I45,Otros trastornos de la conducción (I45)
"09",I30-I52,I46,Paro cardíaco (I46)
"09",I30-I52,I47,Taquicardia paroxística (I47)
"09",I30-I52,I48,Fibrilación y aleteo auricular (I48)
"09",I30-I52,I49,Otras arritmias cardíacas (I49)
"09",I30-I52,I50,Insuficiencia cardíaca (I50)
"09",I30-I52,I51,Complicaciones y descripciones mal definidas de enfermedad cardíaca (I51)
"09",I30-I52,I52,Otros trastornos cardíacos en enfermedades clasificadas en otra parte (I52)
"09",I60-I69,I60,Hemorragia subaracnoidea (I60)
"09",I60-I69,I61,Hemorragia intraencefálica (I61)
"09",I60-I69,I62,Otras hemorragias intracraneales no traumáticas (I62)
"09",I60-I69,I63,Infarto cerebral (I63)
"09",I60-I69,I64,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico (I64)"
"09",I60-I69,I65,Oclusión y estenosis de las arterias precerebrales sin ocasionar infarto cerebral (I65)
"09",I60-I69,I66,Oclusión y estenosis de las arterias cerebrales sin ocasionar infarto cerebral (I66)
"09",I60-I69,I67,Otras enfermedades cerebrovasculares (I67)
"09",I60-I69,I68,Trastornos cerebrovasculares en enfermedades clasificadas en otra parte (I68)
"09",I60-I69,I69,Secuelas de enfermedad cerebrovascular (I69)
"09",I70-I79,I70,Aterosclerosis (I70)
"09",I70-I79,I71,Aneurisma y disección aórticos (I71)
"09",I70-I79,I72,Otros aneurismas (I72)
"09",I70-I79,I73,Otras enfermedades vasculares periféricas (I73)
"09",I70-I79,I74,Embolia y trombosis arteriales (I74)
"09",I70-I79,I77,Otros trastornos arteriales o arteriolares (I77)
"09",I70-I79,I78,Enfermedades de los vasos capilares (I78)
"09",I70-I79,I79,"Trastornos de las arterias, de las arteriolas y de los vasos capilares en enfermedades clasificadas en otra parte (I79)"
"09",I80-I89,I80,Flebitis y tromboflebitis (I80)
"09",I80-I89,I81,Trombosis de la vena porta (I81)
"09",I80-I89,I82,Otras embolias y trombosis venosas (I82)
"09",I80-I89,I83,Venas varicosas de los miembros inferiores (I83)
"09",I80-I89,I84,Hemorroides (I84)
"09",I80-I89,I85,Várices esofágicas (I85)
"09",I80-I89,I86,Várices de otros sitios (I86)
"09",I80-I89,I87,Otros trastornos de las venas (I87)
"09",I80-I89,I88,Linfadenitis inespecífica (I88)
"09",I80-I89,I89,Otros trastornos no infecciosos de los vasos y ganglios linfáticos (I89)
"09",I95-I99,I95,Hipotensión (I95)
"09",I95-I99,I97,"Trastornos del sistema circulatorio consecutivos a procedimientos, no clasificados en otra parte (I97)"
"09",I95-I99,I98,Otros trastornos del sistema circulatorio en enfermedades clasificadas en otra parte (I98)
"09",I95-I99,I99,Otros trastornos y los no especificados del sistema circulatorio (I99)
"10",J00-J06,J00,Rinofaringitis aguda [resfriado común] (J00)
"10",J00-J06,J01,Sinusitis aguda (J01)
"10",J00-J06,J02,Faringitis aguda (J02)
"10",J00-J06,J03,Amigdalitis aguda (J03)
"10",J00-J06,J04,Laringitis y traqueítis agudas (J04)
"10",J00-J06,J05,Laringitis obstructiva aguda [crup] y epiglotitis (J05)
"10",J00-J06,J06,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados (J06)"
"10",J09-J18,J09,Influenza debida a virus de la influenza aviar identificado (J09)
"10",J09-J18,J10,Influenza debida a otro virus de la influenza identificado (J10)
"10",J09-J18,J11,Influenza debida a virus no identificado (J11)
"10",J09-J18,J12,"Neumonía viral, no clasificada en otra parte (J12)"
"10",J09-J18,J13,Neumonía debida a Streptococcus pneumoniae (J13)
"10",J09-J18,J14,Neumonía debida a Haemophilus influenzae (J14)
"10",J09-J18,J15,"Neumonía bacteriana, no clasificada en otra parte (J15)"
"10",J09-J18,J16,"Neumonía debida a otros microorganismos infecciosos, no clasificados en otra parte (J16)"
"10",J09-J18,J17,Neumonía en enfermedades clasificadas en otra parte (J17)
"10",J09-J18,J18,"Neumonía, organismo no especificado (J18)"
"10",J20-J22,J20,Bronquitis aguda (J20)
"10",J20-J22,J21,Bronquiolitis aguda (J21)
"10",J20-J22,J22,Infección aguda no especificada de las vías respiratorias inferiores (J22)
"10",J30-J39,J30,Rinitis alérgica y vasomotora (J30)
"10",J30-J39,J31,"Rinitis, rinofaringitis y faringitis crónicas (J31)"
"10",J30-J39,J32,Sinusitis crónica (J32)
"10",J30-J39,J33,Pólipo nasal (J33)
"10",J30-J39,J34,Otros trastornos de la nariz y de los senos paranasales (J34)
"10",J30-J39,J35,Enfermedades crónicas de las amígdalas y de las adenoides (J35)
"10",J30-J39,J36,Absceso periamigdalino (J36)
"10",J30-J39,J37,Laringitis y laringotraqueítis crónicas (J37)
"10",J30-J39,J38,"Enfermedades de las cuerdas vocales y de la laringe, no clasificadas en otra parte (J38)"
"10",J30-J39,J39,Otras enfermedades de las vías respiratorias superiores (J39)
"10",J40-J47,J40,"Bronquitis, no especificada como aguda o crónica (J40)"
"10",J40-J47,J41,Bronquitis crónica simple y mucopurulenta (J41)
"10",J40-J47,J42,Bronquitis crónica no especificada (J42)
"10",J40-J47,J43,Enfisema (J43)
"10",J40-J47,J44,Otras enfermedades pulmonares obstructivas crónicas (J44)
"10",J40-J47,J45,Asma (J45)
"10",J40-J47,J46,Estado asmático (J46)
"10",J40-J47,J47,Bronquiectasia (J47)
"10",J60-J70,J60,Neumoconiosis de los mineros del carbón (J60)
"10",J60-J70,J61,Neumoconiosis debida al asbesto y a otras fibras minerales (J61)
"10",J60-J70,J62,Neumoconiosis debida a polvo de sílice (J62)
"10",J60-J70,J63,Neumoconiosis debida a otros polvos inorgánicos (J63)
"10",J60-J70,J64,"Neumoconiosis, no especificada (J64)"
"10",J60-J70,J65,Neumoconiosis asociada con tuberculosis (J65)
"10",J60-J70,J66,Enfermedades de las vías aéreas debidas a polvos orgánicos específicos (J66)
"10",J60-J70,J67,Neumonitis debida a hipersensibilidad al polvo orgánico (J67)
"10",J60-J70,J68,"Afecciones respiratorias debidas a inhalación de gases, humos, vapores y sustancias químicas (J68)"
"10",J60-J70,J69,Neumonitis debida a sólidos y líquidos (J69)
"10",J60-J70,J70,Afecciones respiratorias debidas a otros agentes externos (J70)
"10",J80-J84,J80,Síndrome de dificultad respiratoria del adulto (J80)
"10",J80-J84,J81,Edema pulmonar (J81)
"10",J80-J84,J82,"Eosinofilia pulmonar, no clasificada en otra parte (J82)"
"10",J80-J84,J84,Otras enfermedades pulmonares intersticiales (J84)
"10",J85-J86,J85,Absceso del pulmón y del mediastino (J85)
"10",J85-J86,J86,Piotórax (J86)
"10",J90-J94,J90,Derrame pleural no clasificado en otra parte (J90)
"10",J90-J94,J91,Derrame pleural en afecciones clasificadas en otra parte (J91)
"10",J90-J94,J92,Paquipleuritis (J92)
"10",J90-J94,J93,Neumotórax (J93)
"10",J90-J94,J94,Otras afecciones de la pleura (J94)
"10",J95-J99,J95,"Trastornos del sistema respiratorio consecutivos a procedimientos, no clasificados en otra parte (J95)"
"10",J95-J99,J96,"Insuficiencia respiratoria, no clasificada en otra parte (J96)"
"10",J95-J99,J98,Otros trastornos respiratorios (J98)
"10",J95-J99,J99,Trastornos respiratorios en enfermedades clasificadas en otra parte (J99)
"11",K00-K14,K00,Trastornos del desarrollo y de la erupción de los dientes (K00)
"11",K00-K14,K01,Dientes incluidos e impactados (K01)
"11",K00-K14,K02,Caries dental (K02)
"11",K00-K14,K03,Otras enfermedades de los tejidos duros de los dientes (K03)
"11",K00-K14,K04,Enfermedades de la pulpa y de los tejidos periapicales (K04)
"11",K00-K14,K05,Gingivitis y enfermedades periodontales (K05)
"11",K00-K14,K06,Otros trastornos de la encía y de la zona edéntula (K06)
"11",K00-K14,K07,Anomalías dentofaciales [incluso la maloclusión] (K07)
"11",K00-K14,K08,Otros trastornos de los dientes y de sus estructuras de sostén (K08)
"11",K00-K14,K09,"Quistes de la región bucal, no clasificados en otra parte (K09)"
"11",K00-K14,K10,Otras enfermedades de los maxilares (K10)
"11",K00-K14,K11,Enfermedades de las glándulas salivales (K11)
"11",K00-K14,K12,Estomatitis y lesiones afines (K12)
"11",K00-K14,K13,Otras enfermedades de los labios y de la mucosa bucal (K13)
"11",K00-K14,K14,Enfermedades de la lengua (K14)
"11",K20-K31,K20,Esofagitis (K20)
"11",K20-K31,K21,Enfermedad del reflujo gastroesofágico (K21)
"11",K20-K31,K22,Otras enfermedades del esófago (K22)
"11",K20-K31,K23,Trastornos del esófago en enfermedades clasificadas en otra parte (K23)
"11",K20-K31,K25,Úlcera gástrica (K25)
"11",K20-K31,K26,Úlcera duodenal (K26)
"11",K20-K31,K27,"Úlcera péptica, de sitio no especificado (K27)"
"11",K20-K31,K28,Úlcera gastroyeyunal (K28)
"11",K20-K31,K29,Gastritis y duodenitis (K29)
"11",K20-K31,K30,Dispepsia (K30)
"11",K20-K31,K31,Otras enfermedades del estómago y del duodeno (K31)
"11",K35-K38,K35,Apendicitis aguda (K35)
"11",K35-K38,K36,Otros tipos de apendicitis (K36)
"11",K35-K38,K37,"Apendicitis, no especificada (K37)"
"11",K35-K38,K38,Otras enfermedades del apéndice (K38)
"11",K40-K46,K40,Hernia inguinal (K40)
"11",K40-K46,K41,Hernia femoral (K41)
"11",K40-K46,K42,Hernia umbilical (K42)
"11",K40-K46,K43,Hernia ventral (K43)
"11",K40-K46,K44,Hernia diafragmática (K44)
"11",K40-K46,K45,Otras hernias de la cavidad abdominal (K45)
"11",K40-K46,K46,Hernia no especificada de la cavidad abdominal (K46)
"11",K50-K52,K50,Enfermedad de Crohn [enteritis regional] (K50)
"11",K50-K52,K51,Colitis ulcerativa (K51)
"11",K50-K52,K52,Otras colitis y gastroenteritis no infecciosas (K52)
"11",K55-K63,K55,Trastornos vasculares de los intestinos (K55)
"11",K55-K63,K56,Íleo paralítico y obstrucción intestinal sin hernia (K56)
"11",K55-K63,K57,Enfermedad diverticular del intestino (K57)
"11",K55-K63,K58,Síndrome del colon irritable (K58)
"11",K55-K63,K59,Otros trastornos funcionales del intestino (K59)
"11",K55-K63,K60,Fisura y fístula de las regiones anal y rectal (K60)
"11",K55-K63,K61,Absceso de las regiones anal y rectal (K61)
"11",K55-K63,K62,Otras enfermedades del ano y del recto (K62)
"11",K55-K63,K63,Otras enfermedades de los intestinos (K63)
"11",K65-K67,K65,Peritonitis (K65)
"11",K65-K67,K66,Otros trastornos del peritoneo (K66)
"11",K65-K67,K67,Trastornos del peritoneo en enfermedades infecciosas clasificadas en otra parte (K67)
"11",K70-K77,K70,Enfermedad alcohólica del hígado (K70)
"11",K70-K77,K71,Enfermedad tóxica del hígado (K71)
"11",K70-K77,K72,"Insuficiencia hepática, no clasificada en otra parte (K72)"
"11",K70-K77,K73,"Hepatitis crónica, no clasificada en otra parte (K73)"
"11",K70-K77,K74,Fibrosis y cirrosis del hígado (K74)
"11",K70-K77,K75,Otras enfermedades inflamatorias del hígado (K75)
"11",K70-K77,K76,Otras enfermedades del hígado (K76)
"11",K70-K77,K77,Trastornos del hígado en enfermedades clasificadas en otra parte (K77)
"11",K80-K87,K80,Colelitiasis (K80)
"11",K80-K87,K81,Colecistitis (K81)
"11",K80-K87,K82,Otras enfermedades de la vesícula biliar (K82)
"11",K80-K87,K83,Otras enfermedades de las vías biliares (K83)
"11",K80-K87,K85,Pancreatitis aguda (K85)
"11",K80-K87,K86,Otras enfermedades del páncreas (K86)
"11",K80-K87,K87,"Trastornos de la vesícula biliar, de las vías biliares y del páncreas en enfermedades clasificadas en otra parte (K87)"
"11",K90-K93,K90,Malabsorción intestinal (K90)
"11",K90-K93,K91,"Trastornos del sistema digestivo consecutivos a procedimientos, no clasificados en otra parte (K91)"
"11",K90-K93,K92,Otras enfermedades del sistema digestivo (K92)
"11",K90-K93,K93,Trastornos de otros órganos digestivos en enfermedades clasificadas en otra parte (K93)
"12",L00-L08,L00,Síndrome estafilocócico de la piel escaldada (L00)
"12",L00-L08,L01,Impétigo (L01)
"12",L00-L08,L02,"Absceso cutáneo, furúnculo y carbunco (L02)"
"12",L00-L08,L03,Celulitis (L03)
"12",L00-L08,L04,Linfadenitis aguda (L04)
"12",L00-L08,L05,Quiste pilonidal (L05)
"12",L00-L08,L08,Otras infecciones locales de la piel y del tejido subcutáneo (L08)
"12",L10-L14,L10,Pénfigo (L10)
"12",L10-L14,L11,Otros trastornos acantolíticos (L11)
"12",L10-L14,L12,Penfigoide (L12)
"12",L10-L14,L13,Otros trastornos flictenulares (L13)
"12",L10-L14,L14,Trastornos flictenulares en enfermedades clasificadas en otra parte (L14)
"12",L20-L30,L20,Dermatitis atópica (L20)
"12",L20-L30,L21,Dermatitis seborreica (L21)
"12",L20-L30,L22,Dermatitis del pañal (L22)
"12",L20-L30,L23,Dermatitis alérgica de contacto (L23)
"12",L20-L30,L24,Dermatitis de contacto por irritantes (L24)
"12",L20-L30,L25,"Dermatitis de contacto, forma no especificada (L25)"
"12",L20-L30,L26,Dermatitis exfoliativa (L26)
"12",L20-L30,L27,Dermatitis debida a sustancias ingeridas (L27)
"12",L20-L30,L28,Liquen simple crónico y prurigo (L28)
"12",L20-L30,L29,Prurito (L29)
"12",L20-L30,L30,Otras dermatitis (L30)
"12",L40-L45,L40,Psoriasis (L40)
"12",L40-L45,L41,Parapsoriasis (L41)
"12",L40-L45,L42,Pitiriasis rosada (L42)
"12",L40-L45,L43,Liquen plano (L43)
"12",L40-L45,L44,Otros trastornos papuloescamosos (L44)
"12",L40-L45,L45,Trastornos papuloescamosos en enfermedades clasificadas en otra parte (L45)
"12",L50-L54,L50,Urticaria (L50)
"12",L50-L54,L51,Eritema multiforme (L51)
"12",L50-L54,L52,Eritema nudoso (L52)
"12",L50-L54,L53,Otras afecciones eritematosas (L53)
"12",L50-L54,L54,Eritema en enfermedades clasificadas en otra parte (L54)
"12",L55-L59,L55,Quemadura solar (L55)
"12",L55-L59,L56,Otros cambios agudos de la piel debidos a radiación ultravioleta (L56)
"12",L55-L59,L57,Cambios de la piel debidos a exposición crónica a radiación no ionizante (L57)
"12",L55-L59,L58,Radiodermatitis (L58)
"12",L55-L59,L59,Otros trastornos de la piel y del tejido subcutáneo relacionados con radiación (L59)
"12",L60-L75,L60,Trastornos de las uñas (L60)
"12",L60-L75,L62,Trastornos de las uñas en enfermedades clasificadas en otra parte (L62)
"12",L60-L75,L63,Alopecia areata (L63)
"12",L60-L75,L64,Alopecia andrógena (L64)
"12",L60-L75,L65,Otra pérdida no cicatricial del pelo (L65)
