"CAPITULO","GRUPO","CATEGORIA","SUBCATEGORIA","DESCRIP"
"10",J30-J39,J34,J348,Otros trastornos especificados de la nariz y de los senos paranasales (J348)
"10",J30-J39,J35,J350,Amigdalitis crónica (J350)
"10",J30-J39,J35,J351,Hipertrofia de las amígdalas (J351)
"10",J30-J39,J35,J352,Hipertrofia de las adenoides (J352)
"10",J30-J39,J35,J353,Hipertrofia de las amígdalas con hipertrofia de las adenoides (J353)
"10",J30-J39,J35,J358,Otras enfermedades crónicas de las amígdalas y de las adenoides (J358)
"10",J30-J39,J35,J359,"Enfermedad crónica de las amígdalas y de las adenoides, no especificada (J359)"
"10",J30-J39,J36,J36X,Absceso periamigdalino (J36X)
"10",J30-J39,J37,J370,Laringitis crónica (J370)
"10",J30-J39,J37,J371,Laringotraqueítis crónica (J371)
"10",J30-J39,J38,J380,Parálisis de las cuerdas vocales y de la laringe (J380)
"10",J30-J39,J38,J381,Pólipo de las cuerdas vocales y de la laringe (J381)
"10",J30-J39,J38,J382,Nódulos de las cuerdas vocales (J382)
"10",J30-J39,J38,J383,Otras enfermedades de las cuerdas vocales (J383)
"10",J30-J39,J38,J384,Edema de laringe (J384)
"10",J30-J39,J38,J385,Espasmo laríngeo (J385)
"10",J30-J39,J38,J386,Estenosis laríngea (J386)
"10",J30-J39,J38,J387,Otras enfermedades de la laringe (J387)
"10",J30-J39,J39,J390,Absceso retrofaríngeo y parafaríngeo (J390)
"10",J30-J39,J39,J391,Otros abscesos de la faringe (J391)
"10",J30-J39,J39,J392,Otras enfermedades de la faringe (J392)
"10",J30-J39,J39,J393,"Reacción de hipersensibilidad de las vías respiratorias superiores, sitio no especificado (J393)"
"10",J30-J39,J39,J398,Otras enfermedades especificadas de las vías respiratorias superiores (J398)
"10",J30-J39,J39,J399,"Enfermedad de las vías respiratorias superiores, no especificada (J399)"
"10",J40-J47,J40,J40X,"Bronquitis, no especificada como aguda o crónica (J40X)"
"10",J40-J47,J41,J410,Bronquitis crónica simple (J410)
"10",J40-J47,J41,J411,Bronquitis crónica mucopurulenta (J411)
"10",J40-J47,J41,J418,Bronquitis crónica mixta simple y mucopurulenta (J418)
"10",J40-J47,J42,J42X,Bronquitis crónica no especificada (J42X)
"10",J40-J47,J43,J430,Síndrome de MacLeod (J430)
"10",J40-J47,J43,J431,Enfisema panlobular (J431)
"10",J40-J47,J43,J432,Enfisema centrolobular (J432)
"10",J40-J47,J43,J438,Otros tipos de enfisema (J438)
"10",J40-J47,J43,J439,"Enfisema, no especificado (J439)"
"10",J40-J47,J44,J440,Enfermedad pulmonar obstructiva crónica con infección aguda de las vías respiratorias inferiores (J440)
"10",J40-J47,J44,J441,"Enfermedad pulmonar obstructiva crónica con exacerbación aguda, no especificada (J441)"
"10",J40-J47,J44,J448,Otras enfermedades pulmonares obstructivas crónicas especificadas (J448)
"10",J40-J47,J44,J449,"Enfermedad pulmonar obstructiva crónica, no especificada (J449)"
"10",J40-J47,J45,J450,Asma predominantemente alérgica (J450)
"10",J40-J47,J45,J451,Asma no alérgica (J451)
"10",J40-J47,J45,J458,Asma mixta (J458)
"10",J40-J47,J45,J459,"Asma, no especificado (J459)"
"10",J40-J47,J46,J46X,Estado asmático (J46X)
"10",J40-J47,J47,J47X,Bronquiectasia (J47X)
"10",J60-J70,J60,J60X,Neumoconiosis de los mineros del carbón (J60X)
"10",J60-J70,J61,J61X,Neumoconiosis debida al asbesto y a otras fibras minerales (J61X)
"10",J60-J70,J62,J620,Neumoconiosis debida a polvo de talco (J620)
"10",J60-J70,J62,J628,Neumoconiosis debida a otros polvos que contienen sílice (J628)
"10",J60-J70,J63,J630,Aluminosis (del pulmón) (J630)
"10",J60-J70,J63,J631,Fibrosis (del pulmón) debida a bauxita (J631)
"10",J60-J70,J63,J632,Beriliosis (J632)
"10",J60-J70,J63,J633,Fibrosis (del pulmón) debida a grafito (J633)
"10",J60-J70,J63,J634,Siderosis (J634)
"10",J60-J70,J63,J635,Estañosis (J635)
"10",J60-J70,J63,J638,Neumoconiosis debida a otros polvos inorgánicos especificados (J638)
"10",J60-J70,J64,J64X,"Neumoconiosis, no especificada (J64X)"
"10",J60-J70,J65,J65X,Neumoconiosis asociada con tuberculosis (J65X)
"10",J60-J70,J66,J660,Bisinosis (J660)
"10",J60-J70,J66,J661,Enfermedad de los trabajadores del lino (J661)
"10",J60-J70,J66,J662,Canabinosis (J662)
"10",J60-J70,J66,J668,Enfermedad de las vías aéreas debida a otros polvos orgánicos específicos (J668)
"10",J60-J70,J67,J670,Pulmón del granjero (J670)
"10",J60-J70,J67,J671,Bagazosis (J671)
"10",J60-J70,J67,J672,Pulmón del ornitófilo (J672)
"10",J60-J70,J67,J673,Suberosis (J673)
"10",J60-J70,J67,J674,Pulmón del manipulador de malta (J674)
"10",J60-J70,J67,J675,Pulmón del manipulador de hongos (J675)
"10",J60-J70,J67,J676,Pulmón del descortezador del arce (J676)
"10",J60-J70,J67,J677,Neumonitis de la ventilación debida al acondicionador y humidificador del aire (J677)
"10",J60-J70,J67,J678,Neumonitis debidas a hipersensibilidad a otros polvos orgánicos (J678)
"10",J60-J70,J67,J679,Neumonitis debida a hipersensibilidad a polvo orgánico no especificado (J679)
"10",J60-J70,J68,J680,"Bronquitis y neumonitis debidas a inhalación de gases, humos, vapores y sustancias químicas (J680)"
"10",J60-J70,J68,J681,"Edema pulmonar agudo debido a inhalación de gases, humos, vapores y sustancias químicas (J681)"
"10",J60-J70,J68,J682,"Inflamación respiratoria superior debida a inhalación de gases, humos, vapores y sustancias químicas, no clasificadas en otra parte (J682)"
"10",J60-J70,J68,J683,"Otras afecciones respiratorias agudas y subagudas debidas a inhalación de gases, humos, vapores y sustancias químicas (J683)"
"10",J60-J70,J68,J684,"Afecciones respiratorias crónicas debidas a inhalación de gases, humos, vapores y sustancias químicas (J684)"
"10",J60-J70,J68,J688,"Otras afecciones respiratorias debidas a inhalación de gases, humos, vapores y sustancias químicas (J688)"
"10",J60-J70,J68,J689,"Afección respiratoria no especificada, debida a inhalación de gases, humos, vapores y sustancias químicas (J689)"
"10",J60-J70,J69,J690,Neumonitis debida a aspiración de alimento o vómito (J690)
"10",J60-J70,J69,J691,Neumonitis debida a aspiración de aceites y esencias (J691)
"10",J60-J70,J69,J698,Neumonitis debida a aspiración de otros sólidos y líquidos (J698)
"10",J60-J70,J70,J700,Manifestaciones pulmonares agudas debidas a radiación (J700)
"10",J60-J70,J70,J701,Manifestaciones pulmonares crónicas y otras manifestaciones debidas a radiación (J701)
"10",J60-J70,J70,J702,Trastornos pulmonares intersticiales agudos inducidos por drogas (J702)
"10",J60-J70,J70,J703,Trastornos pulmonares intersticiales crónicos inducidos por drogas (J703)
"10",J60-J70,J70,J704,Trastornos pulmonares intersticiales no especificados inducidos por drogas (J704)
"10",J60-J70,J70,J708,Afecciones respiratorias debidas a otros agentes externos especificados (J708)
"10",J60-J70,J70,J709,Afecciones respiratorias debidas a agentes externos no especificados (J709)
"10",J80-J84,J80,J80X,Síndrome de dificultad respiratoria del adulto (J80X)
"10",J80-J84,J81,J81X,Edema pulmonar (J81X)
"10",J80-J84,J82,J82X,"Eosinofilia pulmonar, no clasificada en otra parte (J82X)"
"10",J80-J84,J84,J840,Afecciones alveolares y alveoloparietales (J840)
"10",J80-J84,J84,J841,Otras enfermedades pulmonares intersticiales con fibrosis (J841)
"10",J80-J84,J84,J848,Otras enfermedades pulmonares intersticiales especificadas (J848)
"10",J80-J84,J84,J849,"Enfermedad pulmonar intersticial, no especificada (J849)"
"10",J85-J86,J85,J850,Gangrena y necrosis del pulmón (J850)
"10",J85-J86,J85,J851,Absceso del pulmón con neumonía (J851)
"10",J85-J86,J85,J852,Absceso del pulmón sin neumonía (J852)
"10",J85-J86,J85,J853,Absceso del mediastino (J853)
"10",J85-J86,J86,J860,Piotórax con fístula (J860)
"10",J85-J86,J86,J869,Piotórax sin fístula (J869)
"10",J90-J94,J90,J90X,Derrame pleural no clasificado en otra parte (J90X)
"10",J90-J94,J91,J91X,Derrame pleural en afecciones clasificadas en otra parte (J91X)
"10",J90-J94,J92,J920,Paquipleuritis con asbestosis (J920)
"10",J90-J94,J92,J929,Paquipleuritis sin asbestosis (J929)
"10",J90-J94,J93,J930,Neumótorax espontáneo a presión (J930)
"10",J90-J94,J93,J931,Otros tipos de neumotórax espontáneo (J931)
"10",J90-J94,J93,J938,Otros neumotórax (J938)
"10",J90-J94,J93,J939,"Neumotórax, no especificado (J939)"
"10",J90-J94,J94,J940,Quilotórax (J940)
"10",J90-J94,J94,J941,Fibrotórax (J941)
"10",J90-J94,J94,J942,Hemotórax (J942)
"10",J90-J94,J94,J948,Otras afecciones especificadas de la pleura (J948)
"10",J90-J94,J94,J949,"Afección pleural, no especificada (J949)"
"10",J95-J99,J95,J950,Funcionamiento defectuoso de la traqueostomía (J950)
"10",J95-J99,J95,J951,Insuficiencia pulmonar aguda consecutiva a cirugía torácica (J951)
"10",J95-J99,J95,J952,Insuficiencia pulmonar aguda consecutiva debida a cirugía extratorácica (J952)
"10",J95-J99,J95,J953,Insuficiencia pulmonar crónica consecutiva a cirugía (J953)
"10",J95-J99,J95,J954,Síndrome de Mendelson (J954)
"10",J95-J99,J95,J955,Estenosis subglótica consecutiva a procedimientos (J955)
"10",J95-J99,J95,J958,Otros trastornos respiratorios consecutivos a procedimientos (J958)
"10",J95-J99,J95,J959,"Trastorno no especificado del sistema respiratorio, consecutivo a procedimientos (J959)"
"10",J95-J99,J96,J960,Insuficiencia respiratoria aguda (J960)
"10",J95-J99,J96,J961,Insuficiencia respiratoria crónica (J961)
"10",J95-J99,J96,J969,"Insuficiencia respiratoria, no especificada (J969)"
"10",J95-J99,J98,J980,"Enfermedades de la tráquea y de los bronquios, no clasificadas en otra parte (J980)"
"10",J95-J99,J98,J981,Colapso pulmonar (J981)
"10",J95-J99,J98,J982,Enfisema intersticial (J982)
"10",J95-J99,J98,J983,Enfisema compensatorio (J983)
"10",J95-J99,J98,J984,Otros trastornos del pulmón (J984)
"10",J95-J99,J98,J985,"Enfermedades del mediastino, no clasificadas en otra parte (J985)"
"10",J95-J99,J98,J986,Trastornos del diafragma (J986)
"10",J95-J99,J98,J988,Otros trastornos respiratorios especificados (J988)
"10",J95-J99,J98,J989,"Trastorno respiratorio, no especificado (J989)"
"10",J95-J99,J99,J990,Enfermedad pulmonar reumatoide (J990)
"10",J95-J99,J99,J991,Trastornos respiratorios en otros trastornos difusos del tejido conjuntivo (J991)
"10",J95-J99,J99,J998,Trastornos respiratorios en otras enfermedades clasificadas en otra parte (J998)
"11",K00-K14,K00,K000,Anodoncia (K000)
"11",K00-K14,K00,K001,Dientes supernumerarios (K001)
"11",K00-K14,K00,K002,Anomalías del tamaño y de la forma del diente (K002)
"11",K00-K14,K00,K003,Dientes moteados (K003)
"11",K00-K14,K00,K004,Alteraciones en la formación dentaria (K004)
"11",K00-K14,K00,K005,"Alteraciones hereditarias de la estructura dentaria, no clasificadas en otra parte (K005)"
"11",K00-K14,K00,K006,Alteraciones en la erupción dentaria (K006)
"11",K00-K14,K00,K007,Síndrome de la erupción dentaria (K007)
"11",K00-K14,K00,K008,Otros trastornos del desarrollo de los dientes (K008)
"11",K00-K14,K00,K009,"Trastorno del desarrollo de los dientes, no especificado (K009)"
"11",K00-K14,K01,K010,Dientes incluidos (K010)
"11",K00-K14,K01,K011,Dientes impactados (K011)
"11",K00-K14,K02,K020,Caries limitada al esmalte (K020)
"11",K00-K14,K02,K021,Caries de la dentina (K021)
"11",K00-K14,K02,K022,Caries del cemento (K022)
"11",K00-K14,K02,K023,Caries dentaria detenida (K023)
"11",K00-K14,K02,K024,Odontoclasia (K024)
"11",K00-K14,K02,K028,Otras caries dentales (K028)
"11",K00-K14,K02,K029,"Caries dental, no especificada (K029)"
"11",K00-K14,K03,K030,Atrición excesiva de los dientes (K030)
"11",K00-K14,K03,K031,Abrasión de los dientes (K031)
"11",K00-K14,K03,K032,Erosión de los dientes (K032)
"11",K00-K14,K03,K033,Reabsorción patológica de los dientes (K033)
"11",K00-K14,K03,K034,Hipercementosis (K034)
"11",K00-K14,K03,K035,Anquilosis dental (K035)
"11",K00-K14,K03,K036,Depósitos [acreciones] en los dientes (K036)
"11",K00-K14,K03,K037,Cambios posteruptivos del color de los tejidos dentales duros (K037)
"11",K00-K14,K03,K038,Otras Enfermedades especificadas de los tejidos duros de los dientes (K038)
"11",K00-K14,K03,K039,Enfermedad no especificada de los tejidos dentales duros (K039)
"11",K00-K14,K04,K040,Pulpitis (K040)
"11",K00-K14,K04,K041,Necrosis de la pulpa (K041)
"11",K00-K14,K04,K042,Degeneración de la pulpa (K042)
"11",K00-K14,K04,K043,Formación anormal de tejido duro en la pulpa (K043)
"11",K00-K14,K04,K044,Periodontitis apical aguda originada en la pulpa (K044)
"11",K00-K14,K04,K045,Periodontitis apical crónica (K045)
"11",K00-K14,K04,K046,Absceso periapical con fístula (K046)
"11",K00-K14,K04,K047,Absceso periapical sin fístula (K047)
"11",K00-K14,K04,K048,Quiste radicular (K048)
"11",K00-K14,K04,K049,Otras enfermedades y las no especificadas de la pulpa y del tejido periapical (K049)
"11",K00-K14,K05,K050,Gingivitis aguda (K050)
"11",K00-K14,K05,K051,Gingivitis crónica (K051)
"11",K00-K14,K05,K052,Periodontitis aguda (K052)
"11",K00-K14,K05,K053,Periodontitis crónica (K053)
"11",K00-K14,K05,K054,Periodontosis (K054)
"11",K00-K14,K05,K055,Otras enfermedades periodontales (K055)
"11",K00-K14,K05,K056,"Enfermedad del periodonto, no especificada (K056)"
"11",K00-K14,K06,K060,Retracción gingival (K060)
"11",K00-K14,K06,K061,Hiperplasia gingival (K061)
"11",K00-K14,K06,K062,Lesiones de la encía y de la zona edéntula asociadas con traumatismo (K062)
"11",K00-K14,K06,K068,Otros trastornos especificados de la encía y de la zona edéntula (K068)
"11",K00-K14,K06,K069,Trastorno no especificado de la encía y de la zona edéntula (K069)
"11",K00-K14,K07,K070,Anomalías evidentes del tamaño de los maxilares (K070)
"11",K00-K14,K07,K071,Anomalías de la relación maxilobasilar (K071)
"11",K00-K14,K07,K072,Anomalías de la relación entre los arcos dentarios (K072)
"11",K00-K14,K07,K073,Anomalías de la posición del diente (K073)
"11",K00-K14,K07,K074,Maloclusión de tipo no especificado (K074)
"11",K00-K14,K07,K075,Anomalías dentofaciales funcionales (K075)
"11",K00-K14,K07,K076,Trastornos de la articulación temporomaxilar (K076)
"11",K00-K14,K07,K078,Otras anomalías dentofaciales (K078)
"11",K00-K14,K07,K079,"Anomalía dentofacial, no especificada (K079)"
"11",K00-K14,K08,K080,Exfoliación de los dientes debida a causas sistémicas (K080)
"11",K00-K14,K08,K081,"Perdida de dientes debida a accidente, extracción o enfermedad periodontal local (K081)"
"11",K00-K14,K08,K082,Atrofia del reborde alveolar desdentado (K082)
"11",K00-K14,K08,K083,Raíz dental retenida (K083)
"11",K00-K14,K08,K088,Otras afecciones especificadas de los dientes y de sus estructuras de sostén (K088)
"11",K00-K14,K08,K089,"Trastorno de los dientes y de sus estruturas de sostén, no especificado (K089)"
"11",K00-K14,K09,K090,Quistes originados por el desarrollo de los dientes (K090)
"11",K00-K14,K09,K091,Quistes de las fisuras (no odontogénicos) (K091)
"11",K00-K14,K09,K092,Otros quistes de los maxilares (K092)
"11",K00-K14,K09,K098,"Otros quistes de la región bucal, no clasificados en otra parte (K098)"
"11",K00-K14,K09,K099,"Quiste de la región bucal, sin otra especificación (K099)"
"11",K00-K14,K10,K100,Trastornos del desarrollo de los maxilares (K100)
"11",K00-K14,K10,K101,Granuloma central de células gigantes (K101)
"11",K00-K14,K10,K102,Afecciones inflamatorias de los maxilares (K102)
"11",K00-K14,K10,K103,Alveolitis del maxilar (K103)
"11",K00-K14,K10,K108,Otras enfermedades especificadas de los maxilares (K108)
"11",K00-K14,K10,K109,"Enfermedad de los maxilares, no especificada (K109)"
"11",K00-K14,K11,K110,Atrofia de glándula salival (K110)
"11",K00-K14,K11,K111,Hipertrofia de glándula salival (K111)
"11",K00-K14,K11,K112,Sialadenitis (K112)
"11",K00-K14,K11,K113,Absceso de glándula salival (K113)
"11",K00-K14,K11,K114,Fístula de glándula salival (K114)
"11",K00-K14,K11,K115,Sialolitiasis (K115)
"11",K00-K14,K11,K116,Mucocele de glándula salival (K116)
"11",K00-K14,K11,K117,Alteraciones de la secreción salival (K117)
"11",K00-K14,K11,K118,Otras enfermedades de las glándulas salivales (K118)
"11",K00-K14,K11,K119,"Enfermedad de glándula salival, no especificada (K119)"
"11",K00-K14,K12,K120,Estomatitis aftosa recurrente (K120)
"11",K00-K14,K12,K121,Otras formas de estomatitis (K121)
"11",K00-K14,K12,K122,Celulitis y absceso de boca (K122)
"11",K00-K14,K13,K130,Enfermedades de los labios (K130)
"11",K00-K14,K13,K131,Mordedura del labio y de la mejilla (K131)
"11",K00-K14,K13,K132,"Leucoplasia y otras alteraciones del epitelio bucal, incluyendo la lengua (K132)"
"11",K00-K14,K13,K133,Leucoplasia pilosa (K133)
"11",K00-K14,K13,K134,Granuloma y lesiones semejantes de la mucosa bucal (K134)
"11",K00-K14,K13,K135,Fibrosis de la submucosa bucal (K135)
"11",K00-K14,K13,K136,Hiperplasia irritativa de la mucosa bucal (K136)
"11",K00-K14,K13,K137,Otras lesiones y las no especificadas de la mucosa bucal (K137)
"11",K00-K14,K14,K140,Glositis (K140)
"11",K00-K14,K14,K141,Lengua geográfica (K141)
"11",K00-K14,K14,K142,Glositis romboidea mediana (K142)
"11",K00-K14,K14,K143,Hipertrofia de las papilas linguales (K143)
"11",K00-K14,K14,K144,Atrofia de las papilas linguales (K144)
"11",K00-K14,K14,K145,Lengua plegada (K145)
"11",K00-K14,K14,K146,Glosodinia (K146)
"11",K00-K14,K14,K148,Otras enfermedades de la lengua (K148)
"11",K00-K14,K14,K149,"Enfermedad de la lengua, no especificada (K149)"
"11",K20-K31,K20,K20X,Esofagitis (K20X)
"11",K20-K31,K21,K210,Enfermedad del reflujo gastroesofágico con esofagitis (K210)
"11",K20-K31,K21,K219,Enfermedad del reflujo gastroesofágico sin esofagitis (K219)
"11",K20-K31,K22,K220,Acalasia del cardias (K220)
"11",K20-K31,K22,K221,Úlcera del esófago (K221)
"11",K20-K31,K22,K222,Obstrucción del esófago (K222)
"11",K20-K31,K22,K223,Perforación del esófago (K223)
"11",K20-K31,K22,K224,Disquinesia del esófago (K224)
"11",K20-K31,K22,K225,"Divertículo del esófago, adquirido (K225)"
"11",K20-K31,K22,K226,Síndrome de laceración y hemorragia gastroesofágicas (K226)
"11",K20-K31,K22,K227,Esófago de Barrett (K227)
"11",K20-K31,K22,K228,Otras enfermedades especificadas del esófago (K228)
"11",K20-K31,K22,K229,"Enfermedad del esófago, no especificada (K229)"
"11",K20-K31,K23,K230,Esofagitis tuberculosa (K230)
"11",K20-K31,K23,K231,Megaesófago en la enfermedad de Chagas (K231)
"11",K20-K31,K23,K238,Trastornos del esófago en otras enfermedades clasificadas en otra parte (K238)
"11",K20-K31,K25,K250,"Úlcera gástrica, aguda con hemorragia (K250)"
"11",K20-K31,K25,K251,"Úlcera gastrica, aguda con perforación (K251)"
"11",K20-K31,K25,K252,"Úlcera gástrica, aguda con hemorragia y perforación (K252)"
"11",K20-K31,K25,K253,"Úlcera gástrica, aguda sin hemorragia ni perforación (K253)"
"11",K20-K31,K25,K254,"Úlcera gástrica, crónica o no especificada, con hemorragia (K254)"
"11",K20-K31,K25,K255,"Úlcera gástrica, crónica o no especificada, con perforación (K255)"
"11",K20-K31,K25,K256,"Úlcera gástrica, crónica o no especificada, con hemorragia y perforación (K256)"
"11",K20-K31,K25,K257,"Úlcera gástrica, crónica sin hemorragia ni perforación (K257)"
"11",K20-K31,K25,K259,"Úlcera gástrica, no especificada como aguda ni crónica, sin hemorragia ni perforación (K259)"
"11",K20-K31,K26,K260,"Úlcera duodenal, aguda con hemorragia (K260)"
"11",K20-K31,K26,K261,"Úlcera duodenal, aguda con perforación (K261)"
"11",K20-K31,K26,K262,"Úlcera duodenal, aguda con hemorragia y perforación (K262)"
"11",K20-K31,K26,K263,"Úlcera duodenal, aguda sin hemorragia ni perforación (K263)"
"11",K20-K31,K26,K264,"Úlcera duodenal, crónica o no especificada, con hemorragia (K264)"
"11",K20-K31,K26,K265,"Úlcera duodenal, crónica o no especificada, con perforación (K265)"
"11",K20-K31,K26,K266,"Úlcera duodenal, crónica o no especificada, con hemorragia y perforación (K266)"
"11",K20-K31,K26,K267,"Úlcera duodenal, crónica sin hemorragia ni perforación (K267)"
"11",K20-K31,K26,K269,"Úlcera duodenal, no especificada como aguda ni crónica, sin hemorragia ni perforación (K269)"
"11",K20-K31,K27,K270,"Úlcera péptica, de sitio no especificado, aguda con hemorragia (K270)"
"11",K20-K31,K27,K271,"Úlcera péptica, de sitio no especificado, aguda con perforación (K271)"
"11",K20-K31,K27,K272,"Úlcera péptica, de sitio no especificado, aguda con hemorragia y perforación (K272)"
"11",K20-K31,K27,K273,"Úlcera péptica, de sitio no especificado, aguda sin hemorragia ni perforación (K273)"
"11",K20-K31,K27,K274,"Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia (K274)"
"11",K20-K31,K27,K275,"Úlcera péptica, de sitio no especificado, crónica o no especificada, con perforación (K275)"
"11",K20-K31,K27,K276,"Úlcera péptica, de sitio no especificado, crónica o no especificada, con hemorragia y perforación (K276)"
"11",K20-K31,K27,K277,"Úlcera péptica, de sitio no especificado, crónica sin  hemorragia ni perforación (K277)"
"11",K20-K31,K27,K279,"Úlcera péptica, de sitio no especificado, no especificada como aguda ni crónica, sin  hemorragia ni perforación (K279)"
"11",K20-K31,K28,K280,"Úlcera gastroyeyunal, aguda con hemorragia (K280)"
"11",K20-K31,K28,K281,"Úlcera gastroyeyunal, aguda con perforación (K281)"
"11",K20-K31,K28,K282,"Úlcera gastroyeyunal, aguda con hemorragia y perforación (K282)"
"11",K20-K31,K28,K283,"Úlcera gastroyeyunal, aguda sin hemorragia ni perforación (K283)"
"11",K20-K31,K28,K284,"Úlcera gastroyeyunal, crónica o no especificada, con hemorragia (K284)"
"11",K20-K31,K28,K285,"Úlcera gastroyeyunal, crónica o no especificada, con perforación (K285)"
"11",K20-K31,K28,K286,"Úlcera gastroyeyunal, crónica o no especificada, con hemorragia y perforación (K286)"
"11",K20-K31,K28,K287,"Úlcera gastroyeyunal, crónica sin hemorragia ni perforación (K287)"
"11",K20-K31,K28,K289,"Úlcera gastroyeyunal, no especificada como aguda ni crónica, sin hemorragia ni perforación (K289)"
"11",K20-K31,K29,K290,Gastritis aguda hemorrágica (K290)
"11",K20-K31,K29,K291,Otras gastritis agudas (K291)
"11",K20-K31,K29,K292,Gastritis alcohólica (K292)
"11",K20-K31,K29,K293,Gastritis crónica superficial (K293)
"11",K20-K31,K29,K294,Gastritis crónica atrófica (K294)
"11",K20-K31,K29,K295,"Gastritis crónica, no especificada (K295)"
"11",K20-K31,K29,K296,Otras gastritis (K296)
"11",K20-K31,K29,K297,"Gastritis, no especificada (K297)"
"11",K20-K31,K29,K298,Duodenitis (K298)
"11",K20-K31,K29,K299,"Gastroduodenitis, no especificada (K299)"
"11",K20-K31,K30,K30X,Dispepsia (K30X)
"11",K20-K31,K31,K310,Dilatación aguda del estómago (K310)
"11",K20-K31,K31,K311,Estenosis pilórica hipertrófica del adulto (K311)
"11",K20-K31,K31,K312,Estrechez o estenosis del estómago en reloj de arena (K312)
"11",K20-K31,K31,K313,"Espasmo del píloro, no clasificado en otra parte (K313)"
"11",K20-K31,K31,K314,Divertículo gástrico (K314)
"11",K20-K31,K31,K315,Obstrucción del duodeno (K315)
"11",K20-K31,K31,K316,Fístula del estómago y del duodeno (K316)
"11",K20-K31,K31,K317,Pólipo del estómago y del duodeno (K317)
"11",K20-K31,K31,K318,Otras enfermedades especificadas del estómago y del duodeno (K318)
"11",K20-K31,K31,K319,"Enfermedad del estómago y del duodeno, no especificada (K319)"
"11",K35-K38,K35,K350,Apendicitis aguda con peritonitis generalizada (K350)
"11",K35-K38,K35,K351,Apendicitis aguda con absceso peritoneal (K351)
"11",K35-K38,K35,K359,"Apendicitis aguda, no especificada (K359)"
"11",K35-K38,K36,K36X,Otros tipos de apendicitis (K36X)
"11",K35-K38,K37,K37X,"Apendicitis, no especificada (K37X)"
"11",K35-K38,K38,K380,Hiperplasia del apéndice (K380)
"11",K35-K38,K38,K381,Concreciones apendiculares (K381)
"11",K35-K38,K38,K382,Divertículo del apéndice (K382)
"11",K35-K38,K38,K383,Fístula del apéndice (K383)
"11",K35-K38,K38,K388,Otras enfermedades especificadas del apéndice (K388)
"11",K35-K38,K38,K389,"Enfermedad del apéndice, no especificada (K389)"
"11",K40-K46,K40,K400,"Hernia inguinal bilateral con obstrucción, sin gangrena (K400)"
"11",K40-K46,K40,K401,"Hernia inguinal bilateral, con gangrena (K401)"
"11",K40-K46,K40,K402,"Hernia inguinal bilateral, sin obstrucción ni gangrena (K402)"
"11",K40-K46,K40,K403,"Hernia inguinal unilateral o no especificada, con obstrucción, sin gangrena (K403)"
"11",K40-K46,K40,K404,"Hernia inguinal unilateral o no especificada, con gangrena (K404)"
"11",K40-K46,K40,K409,"Hernia inguinal unilateral o no especificada, sin obstrucción ni gangrena (K409)"
"11",K40-K46,K41,K410,"Hernia femoral bilateral, con obstrucción, sin gangrena (K410)"
"11",K40-K46,K41,K411,"Hernia femoral bilateral, con gangrena (K411)"
"11",K40-K46,K41,K412,"Hernia femoral bilateral, sin obstrucción ni gangrena (K412)"
"11",K40-K46,K41,K413,"Hernia femoral unilateral o no especificada, con obstrucción, sin gangrena (K413)"
"11",K40-K46,K41,K414,"Hernia femoral unilateral o no especificada, con gangrena (K414)"
"11",K40-K46,K41,K419,"Hernia femoral unilateral o no especificada, sin obstrucción ni gangrena (K419)"
"11",K40-K46,K42,K420,"Hernia umbilical con obstrucción, sin gangrena (K420)"
"11",K40-K46,K42,K421,Hernia umbilical con gangrena (K421)
"11",K40-K46,K42,K429,Hernia umbilical sin obstrucción ni gangrena (K429)
"11",K40-K46,K43,K430,"Hernia ventral con obstrucción, sin gangrena (K430)"
"11",K40-K46,K43,K431,Hernia ventral con gangrena (K431)
"11",K40-K46,K43,K439,Hernia ventral sin obstrucción ni gangrena (K439)
"11",K40-K46,K44,K440,"Hernia diafragmática con obstrucción, sin gangrena (K440)"
"11",K40-K46,K44,K441,Hernia diafragmática con gangrena (K441)
"11",K40-K46,K44,K449,Hernia diafragmática sin obstrucción ni gangrena (K449)
"11",K40-K46,K45,K450,"Otras hernias de la cavidad abdominal especificadas, con obstrucción, sin gangrena (K450)"
"11",K40-K46,K45,K451,"Otras hernias de la cavidad abdominal especificadas, con gangrena (K451)"
"11",K40-K46,K45,K458,"Otras hernias de la cavidad abdominal especificadas, sin obstrucción ni gangrena (K458)"
"11",K40-K46,K46,K460,"Hernia abdominal no especificada, con obstrucción, sin gangrena (K460)"
"11",K40-K46,K46,K461,"Hernia abdominal no especificada, con gangrena (K461)"
"11",K40-K46,K46,K469,"Hernia abdominal no especificada, sin obstrucción ni gangrena (K469)"
"11",K50-K52,K50,K500,Enfermedad de Crohn del intestino delgado (K500)
"11",K50-K52,K50,K501,Enfermedad de Crohn del intestino grueso (K501)
"11",K50-K52,K50,K508,Otros tipos de enfermedad de Crohn (K508)
"11",K50-K52,K50,K509,"Enfermedad de Crohn, no especificada (K509)"
"11",K50-K52,K51,K510,Enterocolitis (crónica) ulcerativa (K510)
"11",K50-K52,K51,K511,Ileocolitis (crónica) ulcerativa (K511)
"11",K50-K52,K51,K512,Proctitis (crónica) ulcerativa (K512)
"11",K50-K52,K51,K513,Rectosigmoiditis (crónica) ulcerativa (K513)
